RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,FreeVerAvail,PurchaseAvail,SubscriptionAvail,PlatformLinux,PlatformMac,PCReqsHaveMin,PCReqsHaveRec,LinuxReqsHaveMin,LinuxReqsHaveRec,MacReqsHaveMin,MacReqsHaveRec,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial,PriceFinal,release_year,release_month,game_age_days,discount_ratio,is_effectively_free,has_metacritic,num_languages,has_website,has_support_email,has_support_url,has_legal_notice,has_reviews_text,about_length,short_length,detail_length,has_pc_min_reqs,has_pc_rec_reqs,has_linux_min_reqs,has_mac_min_reqs,has_drm,has_ext_account,platform_count,genre_count,category_count,price_tier,SteamSpyOwners_log,SteamSpyOwnersVariance_log,SteamSpyPlayersEstimate_log,SteamSpyPlayersVariance_log,price_per_language,metacritic_x_age,owners_per_achievement,dlc_x_owners,movie_x_owners,owners_tier,achievement_tier,players_tier,GamePopularity,GamePopularity_enc
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,1.0097620185355574,0,0.9181828153724815,0.07702997750413501,0.117446989689343,-0.025779625444764833,0.064842837175105,0.23026673555058919,-0.16156620533433005,0.10067831327503522,2.4085038799502168,1.2058783154179207,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.0806079810364542,1.114099029428111,0.19233322112566556,1.347817713496278,-0.36869740137963647,0.0,0,0,-1.0820313257599439,1,1,1,0,1,-0.2802511719580358,0.7845748525454553,-0.3154805181944791,1,1,1,0,0,0,0.5259307125831133,1.2147626151755322,-0.41139158833564055,0.5665659146693788,0.04447585957683401,0.0016067073657233008,-0.18467258850247134,-0.2818444626904445,2.3730663170098985,-0.4376238411174762,-0.818634205618569,0.6156083829580566,0.6879219097485374,0.2163879004380678,1.5671532897956073,-0.5671529481047372,Low,1
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,-0.3592567745347183,0,-0.2923344340461494,0.07702997750413501,0.117446989689343,-0.6315116205405286,0.2856429235507839,0.37201101863535646,0.19957611451680377,0.3267400989078692,-0.6992297750459157,-0.8632613328013595,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0806079810364542,1.114099029428111,-0.4374624331499923,1.022799294010972,0.3040429473787941,0.0,0,0,0.03922669288786083,0,1,1,0,0,0.9207330167576262,2.1795833142249106,0.832343245391567,1,0,0,0,0,0,-0.7013313162126361,-0.2849933973422655,-0.41139158833564055,0.5665659146693788,0.27435886466860787,0.2477490140195469,0.18760812608101393,0.12830114557344693,0.4743895904511326,-0.4376238411174762,1.0732420339911797,-0.32800520465214505,-0.1170463867920513,0.2163879004380678,-0.8097636857985676,0.4074158110792239,Low,1
-0.23413855783271117,-0.31507860402984894,2.039943267410404,-0.3592567745347183,0,-0.2923344340461494,0.07702997750413501,0.117446989689343,-0.8334222855724497,-0.372451385485665,0.008427945619965451,-0.22548145039280018,0.2220928203247848,-0.6992297750459157,-0.8632613328013595,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1.8218940885300223,1.858531835580658,0.8221288754013234,1.347817713496278,-1.0486136471914904,0.0,0,0,0.03922669288786083,1,1,1,1,0,-0.4033028306379192,1.0919495983392336,-0.4330854120045248,1,1,0,0,0,0,-0.7013313162126361,0.46488460891663336,-0.41139158833564055,1.5934276485131493,-0.4108070692689858,-0.3836216085174788,-0.25055911521292196,-0.06156120381686993,0.9624812939366764,-0.4376238411174762,0.46531349019330837,-0.32800520465214505,-0.44147149093667215,-0.7183334977328606,-0.8097636857985676,-0.5671529481047372,Low,1
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,-0.3592567745347183,0,-0.2923344340461494,0.07702997750413501,0.117446989689343,1.9933270248744475,-1.7888304397782626,-1.903749645455116,-1.686272057403474,-1.804218837248295,-0.6992297750459157,-0.8632613328013595,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.339321873542886,0.2207796620450544,0.8221288754013234,0.697780874525666,-0.9373872428634298,0.10010010009008007,0,0,0.03922669288786083,1,1,1,0,0,-0.26056290656925446,0.13041834226638874,-0.29666373518487177,1,0,0,0,0,0,-0.7013313162126361,1.2147626151755322,-0.41139158833564055,0.5665659146693788,-1.7725175078712552,-1.7537975874611538,-1.67473774055745,-1.654764599748824,-0.11132045373152019,-0.4376238411174762,-0.843096632973727,-0.32800520465214505,-1.139713241226121,-1.653054895903789,-0.8097636857985676,-1.5417217072886982,Low,1
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,-0.3592567745347183,0,-0.2923344340461494,-1.745047923249379,0.117446989689343,-0.8334222855724497,-0.04301914317368403,0.16086242135114645,-0.10970289832100673,0.13278799058877871,-0.6992297750459157,-0.8632613328013595,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1.1417677692292634,-1.1177105234172255,0.8221288754013234,0.697780874525666,-0.964296856813767,0.0,1,0,-1.0820313257599439,1,1,1,0,1,0.024916941568075047,-0.4685683418445638,-0.02382038154556572,1,1,1,0,0,0,0.5259307125831133,0.46488460891663336,-0.41139158833564055,-1.4871575530181622,-0.06782317338432664,-0.11891552899538071,-0.131209707155468,-0.22358763216893154,-0.9889093365985281,-0.4376238411174762,0.769633495090506,-0.32800520465214505,-0.27906909958771275,0.2163879004380678,-0.8097636857985676,-0.5671529481047372,Low,1
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,-0.3592567745347183,0,-0.2923344340461494,0.07702997750413501,0.117446989689343,-0.8334222855724497,0.335855332373627,0.4041929926609493,0.39419189235497765,0.4488681976363666,-0.6992297750459157,-0.8632613328013595,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-0.9949931199455367,-0.9703128277990211,0.19233322112566556,-1.5773480618714768,0.12105757251650101,0.0,0,0,-1.0820313257599439,1,1,1,0,0,-1.0542461050545024,-0.42127991941475174,-1.0552153002596665,1,1,1,1,0,0,1.7531927413788626,0.46488460891663336,-0.41139158833564055,-0.4602958191743917,0.32663683078068695,0.30363377456820106,0.3882262670750726,0.34987907922946104,-0.6989828647281151,-0.4376238411174762,1.1196268091778068,-0.32800520465214505,-0.09229284351106706,0.2163879004380678,-0.8097636857985676,0.4074158110792239,Low,1
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,-0.3592567745347183,0,0.9181828153724815,0.07702997750413501,0.117446989689343,-0.22769029047668607,0.18619348941255692,0.30816517559945383,0.26317506319070233,0.366666298793309,-0.6992297750459157,-0.8632613328013595,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.4019642339506822,-0.746982985953257,0.8221288754013234,0.04774403555505375,-0.8136030186918786,0.5010020039076148,0,0,0.5998557022117632,1,1,1,1,0,1.0597813910658944,-0.10602376988267148,1.1628129969977954,1,0,1,1,0,0,1.7531927413788626,-1.0348714036011644,-0.41139158833564055,-0.4602958191743917,0.1708184397093798,0.13687919455940753,0.25316860115587386,0.20073955214374772,-0.8066070853466775,-0.4376238411174762,0.9813735147728709,-0.32800520465214505,0.807567977035749,0.2163879004380678,-0.8097636857985676,0.4074158110792239,Low,1
-0.23413855783271117,3.1698640855736624,0.019844372324782707,-0.3592567745347183,0,0.9181828153724815,0.07702997750413501,0.117446989689343,-0.025779625444764833,0.6573841421329354,0.6106142962379142,0.6934874833095852,0.6363812893111582,0.5438636869525372,1.2058783154179207,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.10544979095325491,-0.07699346041596447,-1.697053741701308,1.347817713496278,1.5867345456782018,0.0,0,0,-0.8017168210979927,1,1,1,0,1,-0.7170845602716219,-0.9099269511894762,-0.7329778912201413,1,0,0,0,0,0,-0.7013313162126361,-0.2849933973422655,-0.41139158833564055,0.5665659146693788,0.661392175419867,0.6620892600323873,0.6967527685335474,0.6900855003505987,0.3757950663470527,-0.4376238411174762,-0.735489848022062,-0.32800520465214505,1.2721399220647225,0.2163879004380678,0.37869480199851974,0.4074158110792239,Low,1
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,-0.3592567745347183,67,-0.2923344340461494,0.07702997750413501,0.117446989689343,-0.22769029047668607,-0.12582401803080714,0.10779095207266497,-0.015526756575433306,0.2513767105119241,1.8491118220509126,1.2058783154179207,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1.0806079810364542,1.114099029428111,0.8221288754013234,-0.9273112229008645,-0.673673026150125,0.0,0,1,0.03922669288786083,1,1,1,1,0,0.247640443778664,0.8082190637603613,0.18904447625061702,1,1,1,1,0,0,1.7531927413788626,1.964640621434431,0.8553111631661076,0.5665659146693788,-0.15403434196157084,-0.2110753930930447,-0.0341289735537962,-0.008431220261645018,0.4743895904511326,1.5105973815919982,-0.8065195526714739,-0.32800520465214505,-0.3198899664153525,0.2163879004380678,1.5671532897956073,-0.5671529481047372,Low,1
-0.23413855783271117,-0.31507860402984894,0.019844372324782707,-0.3592567745347183,0,-0.2923344340461494,0.07702997750413501,0.117446989689343,-0.8334222855724497,-1.7888304397782626,-1.903749645455116,-1.686272057403474,-1.804218837248295,-0.6992297750459157,-0.8632613328013595,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-0.6984786769481095,-0.6725397053380022,0.8221288754013234,1.022799294010972,-0.9876185222373925,0.0,0,0,-1.0820313257599439,1,1,1,0,0,-0.6727859631468639,-0.5395009754892819,-0.6906401294485248,1,0,1,1,0,0,1.7531927413788626,1.2147626151755322,-0.41139158833564055,-0.4602958191743917,-1.7725175078712552,-1.7537975874611538,-1.67473774055745,-1.654764599748824,-0.11327282054546228,-0.4376238411174762,-0.843096632973727,-0.32800520465214505,-1.139713241226121,-1.653054895903789,-0.8097636857985676,-1.5417217072886982,Low,1
